ix,time,ms,rss,heapTotal,heapUsed,heapUsedGrowth,external,externalGrowth,arrayBuffers,arrayBuffersGrowth
242,422.5492,1.639599999999973,26730496,8978432,5128456,3242600,1398058,73780,59446,73740
243,424.2495,1.700300000000027,26742784,8978432,5139304,3253448,1398058,73780,59446,73740
244,425.7886,1.5390999999999622,26755072,8978432,5150152,3264296,1398058,73780,59446,73740
245,427.3329,1.544300000000021,26763264,8978432,5161024,3275168,1398058,73780,59446,73740
246,428.9692,1.6363000000000056,26771456,8978432,5171880,3286024,1398058,73780,59446,73740
247,430.653,1.6838000000000193,26783744,8978432,5182752,3296896,1398058,73780,59446,73740
248,432.3155,1.662499999999966,26791936,8978432,5193592,3307736,1398058,73780,59446,73740
249,433.9667,1.651200000000017,26804224,8978432,5204440,3318584,1398058,73780,59446,73740
250,435.4548,1.4880999999999744,26812416,8978432,5215312,3329456,1398058,73780,59446,73740
251,437.1361,1.6813000000000216,26824704,8978432,5226160,3340304,1398058,73780,59446,73740
252,438.7181,1.5819999999999936,26836992,8978432,5237008,3351152,1398058,73780,59446,73740
253,440.3628,1.6447000000000003,26845184,8978432,5247880,3362024,1398058,73780,59446,73740
254,441.913,1.550200000000018,26857472,8978432,5258728,3372872,1398058,73780,59446,73740
255,443.4599,1.5468999999999937,26865664,8978432,5269568,3383712,1398058,73780,59446,73740
256,445.2103,1.7504000000000133,26882048,8978432,5280448,3394592,1398058,73780,59446,73740
257,446.7304,1.5200999999999567,26894336,8978432,5291328,3405472,1398058,73780,59446,73740
258,448.2622,1.5318000000000325,26902528,8978432,5302208,3416352,1398058,73780,59446,73740
259,449.9694,1.7072000000000003,26914816,8978432,5313112,3427256,1398058,73780,59446,73740
260,451.7129,1.7434999999999832,26927104,8978432,5323992,3438136,1398058,73780,59446,73740
261,453.4589,1.7460000000000377,26935296,8978432,5335128,3449272,1406250,81972,67638,81932
262,455.1421,1.6831999999999994,26951680,8978432,5346256,3460400,1406250,81972,67638,81932
263,456.756,1.6138999999999442,26963968,8978432,5357160,3471304,1406250,81972,67638,81932
264,458.3896,1.6336000000000013,26972160,8978432,5368032,3482176,1406250,81972,67638,81932
265,459.8561,1.4665000000000532,26984448,8978432,5378912,3493056,1406250,81972,67638,81932
266,461.5032,1.6470999999999663,26992640,8978432,5389816,3503960,1406250,81972,67638,81932
267,463.192,1.6888000000000147,27004928,8978432,5400696,3514840,1406250,81972,67638,81932
268,464.4412,1.2491999999999734,27017216,8978432,5411568,3525712,1406250,81972,67638,81932
269,466.1979,1.7567000000000235,27025408,8978432,5422472,3536616,1406250,81972,67638,81932
270,467.7585,1.5606000000000222,27037696,8978432,5433352,3547496,1406250,81972,67638,81932
